Rk,G,Date,Age,Home vs Away,Opp,Win/Loss by:,GS,3P,3PA,3P%,Time Rested,Name
4,,2017-10-25,25-038,Away,GSW,L (-5),Did Not Play,,,,2.0,Alfonzo Mckinnie
5,,2017-10-27,25-040,Away,LAL,W (+9),Did Not Play,,,,2.0,Alfonzo Mckinnie
6,2.0,2017-10-30,25-043,Away,POR,W (+14),0,0.0,0.0,,3.0,Alfonzo Mckinnie
7,3.0,2017-11-01,25-045,Away,DEN,L (-18),0,1.0,1.0,1.0,2.0,Alfonzo Mckinnie
8,,2017-11-03,25-047,Away,UTA,W (+9),Did Not Play,,,,2.0,Alfonzo Mckinnie
9,,2017-11-05,25-049,Home,WAS,L (-11),Inactive,,,,2.0,Alfonzo Mckinnie
10,,2017-11-07,25-051,Home,CHI,W (+5),Did Not Play,,,,2.0,Alfonzo Mckinnie
11,,2017-11-09,25-053,Home,NOP,W (+4),Inactive,,,,2.0,Alfonzo Mckinnie
12,,2017-11-12,25-056,Away,BOS,L (-1),Inactive,,,,3.0,Alfonzo Mckinnie
13,4.0,2017-11-14,25-058,Away,HOU,W (+16),0,0.0,0.0,,2.0,Alfonzo Mckinnie
14,5.0,2017-11-15,25-059,Away,NOP,W (+9),0,0.0,0.0,,1.0,Alfonzo Mckinnie
15,6.0,2017-11-17,25-061,Home,NYK,W (+23),0,0.0,0.0,,2.0,Alfonzo Mckinnie
16,,2017-11-19,25-063,Home,WAS,W (+9),Did Not Play,,,,2.0,Alfonzo Mckinnie
17,,2017-11-22,25-066,Away,NYK,L (-8),Did Not Play,,,,3.0,Alfonzo Mckinnie
18,,2017-11-24,25-068,Away,IND,L (-3),Did Not Play,,,,2.0,Alfonzo Mckinnie
19,7.0,2017-11-25,25-069,Away,ATL,W (+34),0,0.0,2.0,0.0,1.0,Alfonzo Mckinnie
20,,2017-11-29,25-073,Home,CHO,W (+13),Did Not Play,,,,4.0,Alfonzo Mckinnie
21,,2017-12-01,25-075,Home,IND,W (+5),Did Not Play,,,,2.0,Alfonzo Mckinnie
22,8.0,2017-12-05,25-079,Home,PHO,W (+13),0,0.0,0.0,,4.0,Alfonzo Mckinnie
23,,2017-12-08,25-082,Away,MEM,W (+9),Did Not Play,,,,3.0,Alfonzo Mckinnie
24,,2017-12-10,25-084,Away,SAC,W (+15),Did Not Play,,,,2.0,Alfonzo Mckinnie
25,,2017-12-11,25-085,Away,LAC,L (-5),Did Not Play,,,,1.0,Alfonzo Mckinnie
26,,2017-12-13,25-087,Away,PHO,W (+6),Did Not Play,,,,2.0,Alfonzo Mckinnie
27,9.0,2017-12-15,25-089,Home,BRK,W (+33),0,0.0,1.0,0.0,2.0,Alfonzo Mckinnie
28,,2017-12-17,25-091,Home,SAC,W (+15),Did Not Play,,,,2.0,Alfonzo Mckinnie
29,,2017-12-20,25-094,Away,CHO,W (+18),Inactive,,,,3.0,Alfonzo Mckinnie
30,,2017-12-21,25-095,Away,PHI,W (+5),Inactive,,,,1.0,Alfonzo Mckinnie
31,,2017-12-23,25-097,Home,PHI,W (+16),Inactive,,,,2.0,Alfonzo Mckinnie
32,,2017-12-26,25-100,Away,DAL,L (-5),Inactive,,,,3.0,Alfonzo Mckinnie
33,,2017-12-27,25-101,Away,OKC,L (-17),Inactive,,,,1.0,Alfonzo Mckinnie
34,,2017-12-29,25-103,Home,ATL,W (+13),Inactive,,,,2.0,Alfonzo Mckinnie
35,,2018-01-01,25-106,Home,MIL,W (+4),Inactive,,,,3.0,Alfonzo Mckinnie
36,,2018-01-03,25-108,Away,CHI,W (+9),Inactive,,,,2.0,Alfonzo Mckinnie
37,,2018-01-05,25-110,Away,MIL,W (+19),Inactive,,,,2.0,Alfonzo Mckinnie
38,,2018-01-08,25-113,Away,BRK,W (+1),Inactive,,,,3.0,Alfonzo Mckinnie
39,,2018-01-09,25-114,Home,MIA,L (-1),Did Not Play,,,,1.0,Alfonzo Mckinnie
40,,2018-01-11,25-116,Home,CLE,W (+34),Inactive,,,,2.0,Alfonzo Mckinnie
41,,2018-01-13,25-118,Home,GSW,L (-2),Inactive,,,,2.0,Alfonzo Mckinnie
42,,2018-01-15,25-120,Away,PHI,L (-6),Inactive,,,,2.0,Alfonzo Mckinnie
43,,2018-01-17,25-122,Home,DET,W (+5),Inactive,,,,2.0,Alfonzo Mckinnie
44,,2018-01-19,25-124,Home,SAS,W (+3),Did Not Play,,,,2.0,Alfonzo Mckinnie
45,,2018-01-20,25-125,Away,MIN,L (-6),Did Not Play,,,,1.0,Alfonzo Mckinnie
46,10.0,2018-01-24,25-129,Away,ATL,W (+15),0,0.0,1.0,0.0,4.0,Alfonzo Mckinnie
47,,2018-01-26,25-131,Home,UTA,L (-4),Did Not Play,,,,2.0,Alfonzo Mckinnie
48,,2018-01-28,25-133,Home,LAL,W (+12),Did Not Play,,,,2.0,Alfonzo Mckinnie
49,,2018-01-30,25-135,Home,MIN,W (+5),Did Not Play,,,,2.0,Alfonzo Mckinnie
50,,2018-02-01,25-137,Away,WAS,L (-3),Did Not Play,,,,2.0,Alfonzo Mckinnie
51,11.0,2018-02-02,25-138,Home,POR,W (+25),0,1.0,2.0,0.5,1.0,Alfonzo Mckinnie
52,,2018-02-04,25-140,Home,MEM,W (+15),Did Not Play,,,,2.0,Alfonzo Mckinnie
53,,2018-02-06,25-142,Home,BOS,W (+20),Inactive,,,,2.0,Alfonzo Mckinnie
54,,2018-02-08,25-144,Home,NYK,W (+25),Inactive,,,,2.0,Alfonzo Mckinnie
55,,2018-02-11,25-147,Away,CHO,W (+20),Inactive,,,,3.0,Alfonzo Mckinnie
56,,2018-02-13,25-149,Home,MIA,W (+3),Inactive,,,,2.0,Alfonzo Mckinnie
57,12.0,2018-02-14,25-150,Away,CHI,W (+24),0,1.0,1.0,1.0,1.0,Alfonzo Mckinnie
58,,2018-02-23,25-159,Home,MIL,L (-3),Inactive,,,,9.0,Alfonzo Mckinnie
59,,2018-02-26,25-162,Home,DET,W (+29),Inactive,,,,3.0,Alfonzo Mckinnie
60,,2018-02-28,25-164,Away,ORL,W (+13),Inactive,,,,2.0,Alfonzo Mckinnie
61,,2018-03-02,25-166,Away,WAS,W (+7),Inactive,,,,2.0,Alfonzo Mckinnie
62,,2018-03-04,25-168,Home,CHO,W (+5),Inactive,,,,2.0,Alfonzo Mckinnie
63,13.0,2018-03-06,25-170,Home,ATL,W (+16),0,0.0,0.0,,2.0,Alfonzo Mckinnie
64,,2018-03-07,25-171,Away,DET,W (+2),Inactive,,,,1.0,Alfonzo Mckinnie
65,,2018-03-09,25-173,Home,HOU,W (+3),Did Not Play,,,,2.0,Alfonzo Mckinnie
66,,2018-03-11,25-175,Away,NYK,W (+26),Inactive,,,,2.0,Alfonzo Mckinnie
67,,2018-03-13,25-177,Away,BRK,W (+14),Inactive,,,,2.0,Alfonzo Mckinnie
68,,2018-03-15,25-179,Away,IND,W (+7),Inactive,,,,2.0,Alfonzo Mckinnie
69,,2018-03-16,25-180,Home,DAL,W (+7),Inactive,,,,1.0,Alfonzo Mckinnie
70,,2018-03-18,25-182,Home,OKC,L (-7),Inactive,,,,2.0,Alfonzo Mckinnie
71,,2018-03-20,25-184,Away,ORL,W (+7),Inactive,,,,2.0,Alfonzo Mckinnie
72,,2018-03-21,25-185,Away,CLE,L (-3),Inactive,,,,1.0,Alfonzo Mckinnie
73,,2018-03-23,25-187,Home,BRK,W (+4),Inactive,,,,2.0,Alfonzo Mckinnie
74,,2018-03-25,25-189,Home,LAC,L (-11),Inactive,,,,2.0,Alfonzo Mckinnie
75,,2018-03-27,25-191,Home,DEN,W (+4),Inactive,,,,2.0,Alfonzo Mckinnie
76,,2018-03-31,25-195,Away,BOS,L (-11),Inactive,,,,4.0,Alfonzo Mckinnie
77,,2018-04-03,25-198,Away,CLE,L (-6),Inactive,,,,3.0,Alfonzo Mckinnie
78,,2018-04-04,25-199,Home,BOS,W (+18),Inactive,,,,1.0,Alfonzo Mckinnie
79,,2018-04-06,25-201,Home,IND,W (+19),Inactive,,,,2.0,Alfonzo Mckinnie
80,,2018-04-08,25-203,Home,ORL,W (+11),Inactive,,,,2.0,Alfonzo Mckinnie
81,14.0,2018-04-09,25-204,Away,DET,W (+10),0,0.0,1.0,0.0,1.0,Alfonzo Mckinnie
82,,2018-04-11,25-206,Away,MIA,L (-7),Inactive,,,,2.0,Alfonzo Mckinnie
1,,2017-10-19,22-028,Home,CHI,W (+17),Inactive,,,,N/A,Bruno Cabaclo
2,1.0,2017-10-21,22-030,Home,PHI,W (+34),0,0.0,2.0,0.0,2.0,Bruno Cabaclo
3,,2017-10-23,22-032,Away,SAS,L (-4),Did Not Play,,,,2.0,Bruno Cabaclo
4,,2017-10-25,22-034,Away,GSW,L (-5),Did Not Play,,,,2.0,Bruno Cabaclo
5,,2017-10-27,22-036,Away,LAL,W (+9),Did Not Play,,,,2.0,Bruno Cabaclo
6,2.0,2017-10-30,22-039,Away,POR,W (+14),0,0.0,0.0,,3.0,Bruno Cabaclo
7,,2017-11-01,22-041,Away,DEN,L (-18),Inactive,,,,2.0,Bruno Cabaclo
8,,2017-11-03,22-043,Away,UTA,W (+9),Did Not Play,,,,2.0,Bruno Cabaclo
9,,2017-11-05,22-045,Home,WAS,L (-11),Did Not Play,,,,2.0,Bruno Cabaclo
10,,2017-11-07,22-047,Home,CHI,W (+5),Inactive,,,,2.0,Bruno Cabaclo
11,,2017-11-09,22-049,Home,NOP,W (+4),Inactive,,,,2.0,Bruno Cabaclo
12,,2017-11-12,22-052,Away,BOS,L (-1),Inactive,,,,3.0,Bruno Cabaclo
13,,2017-11-14,22-054,Away,HOU,W (+16),Inactive,,,,2.0,Bruno Cabaclo
14,,2017-11-15,22-055,Away,NOP,W (+9),Inactive,,,,1.0,Bruno Cabaclo
15,,2017-11-17,22-057,Home,NYK,W (+23),Did Not Play,,,,2.0,Bruno Cabaclo
16,,2017-11-19,22-059,Home,WAS,W (+9),Did Not Play,,,,2.0,Bruno Cabaclo
17,,2017-11-22,22-062,Away,NYK,L (-8),Inactive,,,,3.0,Bruno Cabaclo
18,,2017-11-24,22-064,Away,IND,L (-3),Inactive,,,,2.0,Bruno Cabaclo
19,,2017-11-25,22-065,Away,ATL,W (+34),Inactive,,,,1.0,Bruno Cabaclo
20,,2017-11-29,22-069,Home,CHO,W (+13),Inactive,,,,4.0,Bruno Cabaclo
21,,2017-12-01,22-071,Home,IND,W (+5),Inactive,,,,2.0,Bruno Cabaclo
22,,2017-12-05,22-075,Home,PHO,W (+13),Inactive,,,,4.0,Bruno Cabaclo
23,,2017-12-08,22-078,Away,MEM,W (+9),Inactive,,,,3.0,Bruno Cabaclo
24,,2017-12-10,22-080,Away,SAC,W (+15),Inactive,,,,2.0,Bruno Cabaclo
25,,2017-12-11,22-081,Away,LAC,L (-5),Inactive,,,,1.0,Bruno Cabaclo
26,,2017-12-13,22-083,Away,PHO,W (+6),Inactive,,,,2.0,Bruno Cabaclo
27,,2017-12-15,22-085,Home,BRK,W (+33),Inactive,,,,2.0,Bruno Cabaclo
28,,2017-12-17,22-087,Home,SAC,W (+15),Inactive,,,,2.0,Bruno Cabaclo
29,,2017-12-20,22-090,Away,CHO,W (+18),Inactive,,,,3.0,Bruno Cabaclo
30,,2017-12-21,22-091,Away,PHI,W (+5),Inactive,,,,1.0,Bruno Cabaclo
31,,2017-12-23,22-093,Home,PHI,W (+16),Inactive,,,,2.0,Bruno Cabaclo
32,,2017-12-26,22-096,Away,DAL,L (-5),Inactive,,,,3.0,Bruno Cabaclo
33,,2017-12-27,22-097,Away,OKC,L (-17),Inactive,,,,1.0,Bruno Cabaclo
34,,2017-12-29,22-099,Home,ATL,W (+13),Did Not Play,,,,2.0,Bruno Cabaclo
35,,2018-01-01,22-102,Home,MIL,W (+4),Inactive,,,,3.0,Bruno Cabaclo
36,,2018-01-03,22-104,Away,CHI,W (+9),Inactive,,,,2.0,Bruno Cabaclo
37,,2018-01-05,22-106,Away,MIL,W (+19),Inactive,,,,2.0,Bruno Cabaclo
38,,2018-01-08,22-109,Away,BRK,W (+1),Inactive,,,,3.0,Bruno Cabaclo
39,,2018-01-09,22-110,Home,MIA,L (-1),Inactive,,,,1.0,Bruno Cabaclo
40,,2018-01-11,22-112,Home,CLE,W (+34),Inactive,,,,2.0,Bruno Cabaclo
41,,2018-01-13,22-114,Home,GSW,L (-2),Inactive,,,,2.0,Bruno Cabaclo
42,,2018-01-15,22-116,Away,PHI,L (-6),Inactive,,,,2.0,Bruno Cabaclo
43,,2018-01-17,22-118,Home,DET,W (+5),Inactive,,,,2.0,Bruno Cabaclo
44,,2018-01-19,22-120,Home,SAS,W (+3),Inactive,,,,2.0,Bruno Cabaclo
45,,2018-01-20,22-121,Away,MIN,L (-6),Inactive,,,,1.0,Bruno Cabaclo
46,,2018-01-24,22-125,Away,ATL,W (+15),Inactive,,,,4.0,Bruno Cabaclo
47,,2018-01-26,22-127,Home,UTA,L (-4),Inactive,,,,2.0,Bruno Cabaclo
48,,2018-01-28,22-129,Home,LAL,W (+12),Inactive,,,,2.0,Bruno Cabaclo
49,,2018-01-30,22-131,Home,MIN,W (+5),Inactive,,,,2.0,Bruno Cabaclo
50,,2018-02-01,22-133,Away,WAS,L (-3),Inactive,,,,2.0,Bruno Cabaclo
51,,2018-02-02,22-134,Home,POR,W (+25),Inactive,,,,1.0,Bruno Cabaclo
52,,2018-02-04,22-136,Home,MEM,W (+15),Inactive,,,,2.0,Bruno Cabaclo
53,,2018-02-06,22-138,Home,BOS,W (+20),Inactive,,,,2.0,Bruno Cabaclo
54,,2018-02-08,22-140,Home,NYK,W (+25),Inactive,,,,2.0,Bruno Cabaclo
5,,2018-03-06,23-080,Home,ATL,W (+16),Inactive,,,,N/A,Nigel Hayes
6,,2018-03-07,23-081,Away,DET,W (+2),Did Not Play,,,,1.0,Nigel Hayes
7,,2018-03-09,23-083,Home,HOU,W (+3),Did Not Play,,,,2.0,Nigel Hayes
8,3.0,2018-03-11,23-085,Away,NYK,W (+26),0,2.0,2.0,1.0,2.0,Nigel Hayes
9,4.0,2018-03-13,23-087,Away,BRK,W (+14),0,0.0,0.0,,2.0,Nigel Hayes
10,,2018-03-15,23-089,Away,IND,W (+7),Did Not Play,,,,2.0,Nigel Hayes
11,,2018-03-16,23-090,Home,DAL,W (+7),Did Not Play,,,,1.0,Nigel Hayes
12,,2018-03-18,23-092,Home,OKC,L (-7),Inactive,,,,2.0,Nigel Hayes
13,,2018-03-20,23-094,Away,ORL,W (+7),Inactive,,,,2.0,Nigel Hayes
14,,2018-03-21,23-095,Away,CLE,L (-3),Inactive,,,,1.0,Nigel Hayes
15,,2018-03-23,23-097,Home,BRK,W (+4),Inactive,,,,2.0,Nigel Hayes
16,,2018-03-25,23-099,Home,LAC,L (-11),Inactive,,,,2.0,Nigel Hayes
